country,year,feature,value
USA,2018,hdi,0.927
USA,2019,hdi,0.93
USA,2010,hdi,0.911
USA,2011,hdi,0.913
USA,2012,hdi,0.916
USA,2013,hdi,0.917
USA,2014,hdi,0.919
USA,2015,hdi,0.92
USA,2016,hdi,0.922
USA,2017,hdi,0.924
USA,2018,hdi,0.927
USA,2019,hdi,0.93
USA,2020,hdi,0.92
UZB,2010,hdi,0.673
UZB,2011,hdi,0.68
UZB,2012,hdi,0.687
UZB,2013,hdi,0.693
UZB,2014,hdi,0.698
UZB,2015,hdi,0.701
UZB,2016,hdi,0.709
UZB,2017,hdi,0.715
UZB,2018,hdi,0.72
UZB,2019,hdi,0.726
UZB,2010,hdi,0.673
UZB,2011,hdi,0.68
UZB,2012,hdi,0.687
UZB,2013,hdi,0.693
UZB,2014,hdi,0.698
UZB,2015,hdi,0.701
UZB,2016,hdi,0.709
UZB,2017,hdi,0.715
UZB,2018,hdi,0.72
UZB,2019,hdi,0.726
UZB,2020,hdi,0.721
VCT,2010,hdi,0.734
VCT,2011,hdi,0.736
VCT,2012,hdi,0.737
VCT,2013,hdi,0.743
VCT,2014,hdi,0.752
VCT,2015,hdi,0.759
VCT,2016,hdi,0.765
VCT,2017,hdi,0.774
VCT,2018,hdi,0.775
VCT,2019,hdi,0.769
VCT,2010,hdi,0.734
VCT,2011,hdi,0.736
VCT,2012,hdi,0.737
VCT,2013,hdi,0.743
VCT,2014,hdi,0.752
VCT,2015,hdi,0.759
VCT,2016,hdi,0.765
VCT,2017,hdi,0.774
VCT,2018,hdi,0.775
VCT,2019,hdi,0.769
VCT,2020,hdi,0.764
VEN,2010,hdi,0.755
VEN,2011,hdi,0.762
VEN,2012,hdi,0.767
VEN,2013,hdi,0.774
VEN,2014,hdi,0.77
VEN,2015,hdi,0.767
VEN,2016,hdi,0.757
VEN,2017,hdi,0.744
VEN,2018,hdi,0.738
VEN,2019,hdi,0.721
VEN,2010,hdi,0.755
VEN,2011,hdi,0.762
VEN,2012,hdi,0.767
VEN,2013,hdi,0.774
VEN,2014,hdi,0.77
VEN,2015,hdi,0.767
VEN,2016,hdi,0.757
VEN,2017,hdi,0.744
VEN,2018,hdi,0.738
VEN,2019,hdi,0.721
VEN,2020,hdi,0.695
VNM,2010,hdi,0.663
VNM,2011,hdi,0.668
VNM,2012,hdi,0.672
VNM,2013,hdi,0.676
VNM,2014,hdi,0.68
VNM,2015,hdi,0.684
VNM,2016,hdi,0.688
VNM,2017,hdi,0.692
VNM,2018,hdi,0.697
VNM,2019,hdi,0.703
VNM,2010,hdi,0.663
VNM,2011,hdi,0.668
VNM,2012,hdi,0.672
VNM,2013,hdi,0.676
VNM,2014,hdi,0.68
VNM,2015,hdi,0.684
VNM,2016,hdi,0.688
VNM,2017,hdi,0.692
VNM,2018,hdi,0.697
VNM,2019,hdi,0.703
VNM,2020,hdi,0.71
VUT,2010,hdi,0.591
VUT,2011,hdi,0.593
VUT,2012,hdi,0.59
VUT,2013,hdi,0.593
VUT,2014,hdi,0.595
VUT,2015,hdi,0.595
VUT,2016,hdi,0.596
VUT,2017,hdi,0.599
VUT,2018,hdi,0.603
VUT,2019,hdi,0.611
VUT,2010,hdi,0.591
VUT,2011,hdi,0.593
VUT,2012,hdi,0.59
VUT,2013,hdi,0.593
VUT,2014,hdi,0.595
VUT,2015,hdi,0.595
VUT,2016,hdi,0.596
VUT,2017,hdi,0.599
VUT,2018,hdi,0.603
VUT,2019,hdi,0.611
VUT,2020,hdi,0.608
WSM,2010,hdi,0.713
WSM,2011,hdi,0.713
WSM,2012,hdi,0.709
WSM,2013,hdi,0.71
WSM,2014,hdi,0.711
WSM,2015,hdi,0.716
WSM,2016,hdi,0.717
WSM,2017,hdi,0.716
WSM,2018,hdi,0.716
WSM,2019,hdi,0.715
WSM,2010,hdi,0.713
WSM,2011,hdi,0.713
WSM,2012,hdi,0.709
WSM,2013,hdi,0.71
WSM,2014,hdi,0.711
WSM,2015,hdi,0.716
WSM,2016,hdi,0.717
WSM,2017,hdi,0.716
WSM,2018,hdi,0.716
WSM,2019,hdi,0.715
WSM,2020,hdi,0.712
YEM,2010,hdi,0.51
YEM,2011,hdi,0.509
YEM,2012,hdi,0.512
YEM,2013,hdi,0.513
YEM,2014,hdi,0.505
YEM,2015,hdi,0.477
YEM,2016,hdi,0.467
YEM,2017,hdi,0.459
YEM,2018,hdi,0.459
YEM,2019,hdi,0.461
YEM,2010,hdi,0.51
YEM,2011,hdi,0.509
YEM,2012,hdi,0.512
YEM,2013,hdi,0.513
YEM,2014,hdi,0.505
YEM,2015,hdi,0.477
YEM,2016,hdi,0.467
YEM,2017,hdi,0.459
YEM,2018,hdi,0.459
YEM,2019,hdi,0.461
YEM,2020,hdi,0.46
ZAF,2010,hdi,0.675
ZAF,2011,hdi,0.686
ZAF,2012,hdi,0.696
ZAF,2013,hdi,0.704
ZAF,2014,hdi,0.712
ZAF,2015,hdi,0.716
ZAF,2016,hdi,0.719
ZAF,2017,hdi,0.72
ZAF,2018,hdi,0.726
ZAF,2019,hdi,0.736
ZAF,2010,hdi,0.675
ZAF,2011,hdi,0.686
ZAF,2012,hdi,0.696
ZAF,2013,hdi,0.704
ZAF,2014,hdi,0.712
ZAF,2015,hdi,0.716
ZAF,2016,hdi,0.719
ZAF,2017,hdi,0.72
ZAF,2018,hdi,0.726
ZAF,2019,hdi,0.736
ZAF,2020,hdi,0.727
ZMB,2010,hdi,0.529
ZMB,2011,hdi,0.534
ZMB,2012,hdi,0.548
ZMB,2013,hdi,0.554
ZMB,2014,hdi,0.557
ZMB,2015,hdi,0.562
ZMB,2016,hdi,0.564
ZMB,2017,hdi,0.568
ZMB,2018,hdi,0.572
ZMB,2019,hdi,0.575
ZMB,2010,hdi,0.529
ZMB,2011,hdi,0.534
ZMB,2012,hdi,0.548
ZMB,2013,hdi,0.554
ZMB,2014,hdi,0.557
ZMB,2015,hdi,0.562
ZMB,2016,hdi,0.564
ZMB,2017,hdi,0.568
ZMB,2018,hdi,0.572
ZMB,2019,hdi,0.575
ZMB,2020,hdi,0.57
ZWE,2010,hdi,0.512
ZWE,2011,hdi,0.535
ZWE,2012,hdi,0.557
ZWE,2013,hdi,0.567
ZWE,2014,hdi,0.576
ZWE,2015,hdi,0.582
ZWE,2016,hdi,0.588
ZWE,2017,hdi,0.594
ZWE,2018,hdi,0.602
ZWE,2019,hdi,0.601
ZWE,2010,hdi,0.512
ZWE,2011,hdi,0.535
ZWE,2012,hdi,0.557
ZWE,2013,hdi,0.567
ZWE,2014,hdi,0.576
ZWE,2015,hdi,0.582
ZWE,2016,hdi,0.588
ZWE,2017,hdi,0.594
ZWE,2018,hdi,0.602
ZWE,2019,hdi,0.601
ZWE,2020,hdi,0.6
ZZA.VHHD,2010,hdi,0.868
ZZA.VHHD,2011,hdi,0.872
ZZA.VHHD,2012,hdi,0.875
ZZA.VHHD,2013,hdi,0.881
ZZA.VHHD,2014,hdi,0.886
ZZA.VHHD,2015,hdi,0.889
ZZA.VHHD,2016,hdi,0.892
ZZA.VHHD,2017,hdi,0.895
ZZA.VHHD,2018,hdi,0.898
ZZA.VHHD,2019,hdi,0.902
ZZA.VHHD,2010,hdi,0.868
ZZA.VHHD,2011,hdi,0.872
ZZA.VHHD,2012,hdi,0.875
ZZA.VHHD,2013,hdi,0.881
ZZA.VHHD,2014,hdi,0.886
ZZA.VHHD,2015,hdi,0.889
ZZA.VHHD,2016,hdi,0.892
ZZA.VHHD,2017,hdi,0.895
ZZA.VHHD,2018,hdi,0.898
ZZA.VHHD,2019,hdi,0.902
ZZA.VHHD,2020,hdi,0.895
ZZB.HHD,2010,hdi,0.7
ZZB.HHD,2011,hdi,0.708
ZZB.HHD,2012,hdi,0.715
ZZB.HHD,2013,hdi,0.722
ZZB.HHD,2014,hdi,0.728
ZZB.HHD,2015,hdi,0.734
ZZB.HHD,2016,hdi,0.739
ZZB.HHD,2017,hdi,0.745
ZZB.HHD,2018,hdi,0.751
ZZB.HHD,2019,hdi,0.756
ZZB.HHD,2010,hdi,0.7
ZZB.HHD,2011,hdi,0.708
ZZB.HHD,2012,hdi,0.715
ZZB.HHD,2013,hdi,0.722
ZZB.HHD,2014,hdi,0.728
ZZB.HHD,2015,hdi,0.734
ZZB.HHD,2016,hdi,0.739
ZZB.HHD,2017,hdi,0.745
ZZB.HHD,2018,hdi,0.751
ZZB.HHD,2019,hdi,0.756
ZZB.HHD,2020,hdi,0.753
ZZC.MHD,2010,hdi,0.582
ZZC.MHD,2011,hdi,0.594
ZZC.MHD,2012,hdi,0.602
ZZC.MHD,2013,hdi,0.609
ZZC.MHD,2014,hdi,0.618
ZZC.MHD,2015,hdi,0.627
ZZC.MHD,2016,hdi,0.636
ZZC.MHD,2017,hdi,0.64
ZZC.MHD,2018,hdi,0.643
ZZC.MHD,2019,hdi,0.645
ZZC.MHD,2010,hdi,0.582
ZZC.MHD,2011,hdi,0.594
ZZC.MHD,2012,hdi,0.602
ZZC.MHD,2013,hdi,0.609
ZZC.MHD,2014,hdi,0.618
ZZC.MHD,2015,hdi,0.627
ZZC.MHD,2016,hdi,0.636
ZZC.MHD,2017,hdi,0.64
ZZC.MHD,2018,hdi,0.643
ZZC.MHD,2019,hdi,0.645
ZZC.MHD,2020,hdi,0.642
ZZD.LHD,2010,hdi,0.477
ZZD.LHD,2011,hdi,0.484
ZZD.LHD,2012,hdi,0.489
ZZD.LHD,2013,hdi,0.495
ZZD.LHD,2014,hdi,0.501
ZZD.LHD,2015,hdi,0.506
ZZD.LHD,2016,hdi,0.51
ZZD.LHD,2017,hdi,0.514
ZZD.LHD,2018,hdi,0.518
ZZD.LHD,2019,hdi,0.522
ZZD.LHD,2010,hdi,0.477
ZZD.LHD,2011,hdi,0.484
ZZD.LHD,2012,hdi,0.489
ZZD.LHD,2013,hdi,0.495
ZZD.LHD,2014,hdi,0.501
ZZD.LHD,2015,hdi,0.506
ZZD.LHD,2016,hdi,0.51
ZZD.LHD,2017,hdi,0.514
ZZD.LHD,2018,hdi,0.518
ZZD.LHD,2019,hdi,0.522
ZZD.LHD,2020,hdi,0.519
ZZE.AS,2010,hdi,0.676
ZZE.AS,2011,hdi,0.683
ZZE.AS,2012,hdi,0.688
ZZE.AS,2013,hdi,0.689
ZZE.AS,2014,hdi,0.692
ZZE.AS,2015,hdi,0.697
ZZE.AS,2016,hdi,0.701
ZZE.AS,2017,hdi,0.706
ZZE.AS,2018,hdi,0.711
ZZE.AS,2019,hdi,0.715
ZZE.AS,2010,hdi,0.676
ZZE.AS,2011,hdi,0.683
ZZE.AS,2012,hdi,0.688
ZZE.AS,2013,hdi,0.689
ZZE.AS,2014,hdi,0.692
ZZE.AS,2015,hdi,0.697
ZZE.AS,2016,hdi,0.701
ZZE.AS,2017,hdi,0.706
ZZE.AS,2018,hdi,0.711
ZZE.AS,2019,hdi,0.715
ZZE.AS,2020,hdi,0.708
ZZF.EAP,2010,hdi,0.684
ZZF.EAP,2011,hdi,0.692
ZZF.EAP,2012,hdi,0.7
ZZF.EAP,2013,hdi,0.707
ZZF.EAP,2014,hdi,0.715
ZZF.EAP,2015,hdi,0.722
ZZF.EAP,2016,hdi,0.728
ZZF.EAP,2017,hdi,0.734
ZZF.EAP,2018,hdi,0.741
ZZF.EAP,2019,hdi,0.748
ZZF.EAP,2010,hdi,0.684
ZZF.EAP,2011,hdi,0.692
ZZF.EAP,2012,hdi,0.7
ZZF.EAP,2013,hdi,0.707
ZZF.EAP,2014,hdi,0.715
ZZF.EAP,2015,hdi,0.722
ZZF.EAP,2016,hdi,0.728
ZZF.EAP,2017,hdi,0.734
ZZF.EAP,2018,hdi,0.741
ZZF.EAP,2019,hdi,0.748
ZZF.EAP,2020,hdi,0.748
ZZG.ECA,2010,hdi,0.746
ZZG.ECA,2011,hdi,0.754
ZZG.ECA,2012,hdi,0.76
ZZG.ECA,2013,hdi,0.772
ZZG.ECA,2014,hdi,0.778
ZZG.ECA,2015,hdi,0.783
ZZG.ECA,2016,hdi,0.788
ZZG.ECA,2017,hdi,0.794
ZZG.ECA,2018,hdi,0.798
ZZG.ECA,2019,hdi,0.802
ZZG.ECA,2010,hdi,0.746
ZZG.ECA,2011,hdi,0.754
ZZG.ECA,2012,hdi,0.76
ZZG.ECA,2013,hdi,0.772
ZZG.ECA,2014,hdi,0.778
ZZG.ECA,2015,hdi,0.783
ZZG.ECA,2016,hdi,0.788
ZZG.ECA,2017,hdi,0.794
ZZG.ECA,2018,hdi,0.798
ZZG.ECA,2019,hdi,0.802
ZZG.ECA,2020,hdi,0.793
ZZH.LAC,2010,hdi,0.733
ZZH.LAC,2011,hdi,0.74
ZZH.LAC,2012,hdi,0.744
ZZH.LAC,2013,hdi,0.753
ZZH.LAC,2014,hdi,0.756
ZZH.LAC,2015,hdi,0.758
ZZH.LAC,2016,hdi,0.761
ZZH.LAC,2017,hdi,0.763
ZZH.LAC,2018,hdi,0.766
ZZH.LAC,2019,hdi,0.768
ZZH.LAC,2010,hdi,0.733
ZZH.LAC,2011,hdi,0.74
ZZH.LAC,2012,hdi,0.744
ZZH.LAC,2013,hdi,0.753
ZZH.LAC,2014,hdi,0.756
ZZH.LAC,2015,hdi,0.758
ZZH.LAC,2016,hdi,0.761
ZZH.LAC,2017,hdi,0.763
ZZH.LAC,2018,hdi,0.766
ZZH.LAC,2019,hdi,0.768
ZZH.LAC,2020,hdi,0.755
ZZI.SA,2010,hdi,0.576
ZZI.SA,2011,hdi,0.587
ZZI.SA,2012,hdi,0.596
ZZI.SA,2013,hdi,0.603
ZZI.SA,2014,hdi,0.614
ZZI.SA,2015,hdi,0.623
ZZI.SA,2016,hdi,0.633
ZZI.SA,2017,hdi,0.638
ZZI.SA,2018,hdi,0.64
ZZI.SA,2019,hdi,0.641
ZZI.SA,2010,hdi,0.576
ZZI.SA,2011,hdi,0.587
ZZI.SA,2012,hdi,0.596
ZZI.SA,2013,hdi,0.603
ZZI.SA,2014,hdi,0.614
ZZI.SA,2015,hdi,0.623
ZZI.SA,2016,hdi,0.633
ZZI.SA,2017,hdi,0.638
ZZI.SA,2018,hdi,0.64
ZZI.SA,2019,hdi,0.641
ZZI.SA,2020,hdi,0.638
ZZJ.SSA,2010,hdi,0.503
ZZJ.SSA,2011,hdi,0.51
ZZJ.SSA,2012,hdi,0.516
ZZJ.SSA,2013,hdi,0.523
ZZJ.SSA,2014,hdi,0.529
ZZJ.SSA,2015,hdi,0.534
ZZJ.SSA,2016,hdi,0.539
ZZJ.SSA,2017,hdi,0.542
ZZJ.SSA,2018,hdi,0.547
ZZJ.SSA,2019,hdi,0.552
ZZJ.SSA,2010,hdi,0.503
ZZJ.SSA,2011,hdi,0.51
ZZJ.SSA,2012,hdi,0.516
ZZJ.SSA,2013,hdi,0.523
ZZJ.SSA,2014,hdi,0.529
ZZJ.SSA,2015,hdi,0.534
ZZJ.SSA,2016,hdi,0.539
ZZJ.SSA,2017,hdi,0.542
ZZJ.SSA,2018,hdi,0.547
ZZJ.SSA,2019,hdi,0.552
ZZJ.SSA,2020,hdi,0.549
ZZK.WORLD,2010,hdi,0.697
ZZK.WORLD,2011,hdi,0.704
ZZK.WORLD,2012,hdi,0.709
ZZK.WORLD,2013,hdi,0.714
ZZK.WORLD,2014,hdi,0.72
ZZK.WORLD,2015,hdi,0.724
ZZK.WORLD,2016,hdi,0.729
ZZK.WORLD,2017,hdi,0.733
ZZK.WORLD,2018,hdi,0.736
ZZK.WORLD,2019,hdi,0.739
ZZK.WORLD,2010,hdi,0.697
ZZK.WORLD,2011,hdi,0.704
ZZK.WORLD,2012,hdi,0.709
ZZK.WORLD,2013,hdi,0.714
ZZK.WORLD,2014,hdi,0.72
ZZK.WORLD,2015,hdi,0.724
ZZK.WORLD,2016,hdi,0.729
ZZK.WORLD,2017,hdi,0.733
ZZK.WORLD,2018,hdi,0.736
ZZK.WORLD,2019,hdi,0.739
ZZK.WORLD,2020,hdi,0.735
